episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
297,1,q_learning,hidden,6.5,24,1,1,2,1,1,0.30410496575932194
298,1,q_learning,hidden,7.0,23,1,1,2,1,1,0.3028885458962846
299,1,q_learning,hidden,17.0,34,1,0,2,1,1,0.3016769917126995
300,1,q_learning,hidden,20.5,27,1,0,3,1,1,0.3004702837458487
301,1,q_learning,hidden,4.5,27,1,1,2,1,1,0.2992684026108653
302,1,q_learning,hidden,34.0,22,1,0,1,1,1,0.2980713290004218
303,1,q_learning,hidden,21.5,24,1,0,3,1,1,0.29687904368442014
304,1,q_learning,hidden,28.0,22,1,0,2,1,1,0.2956915275096825
305,1,q_learning,hidden,-13.5,29,1,1,5,1,1,0.2945087613996437
306,1,q_learning,hidden,-15.5,21,1,2,3,1,1,0.29333072635404517
307,1,q_learning,hidden,18.0,23,1,0,4,1,1,0.292157403448629
308,1,q_learning,hidden,32.0,24,1,0,1,1,1,0.29098877383483446
309,1,q_learning,hidden,31.5,24,1,0,1,1,1,0.2898248187394951
310,1,q_learning,hidden,-4.5,36,1,0,6,1,1,0.28866551946453717
311,1,q_learning,hidden,26.5,29,1,0,1,1,1,0.287510857386679
312,1,q_learning,hidden,-39.5,30,1,2,6,1,1,0.28636081395713225
313,1,q_learning,hidden,11.5,24,1,0,5,1,1,0.28521537070130376
314,1,q_learning,hidden,18.0,22,1,0,4,1,1,0.2840745092184985
315,1,q_learning,hidden,13.0,28,1,0,4,1,1,0.28293821118162454
316,1,q_learning,hidden,-19.5,20,1,3,0,1,1,0.28180645833689805
317,1,q_learning,hidden,25.5,26,1,0,2,1,1,0.2806792325035504
318,1,q_learning,hidden,23.0,27,1,0,2,1,1,0.2795565155735362
319,1,q_learning,hidden,11.0,24,1,0,5,1,1,0.2784382895112421
320,1,q_learning,hidden,34.0,21,1,0,1,1,1,0.27732453635319715
321,1,q_learning,hidden,27.0,23,1,0,2,1,1,0.2762152382077843
322,1,q_learning,hidden,32.0,23,1,0,1,1,1,0.2751103772549532
323,1,q_learning,hidden,-26.5,32,1,2,3,1,1,0.2740099357459334
324,1,q_learning,hidden,22.0,23,1,0,3,1,1,0.27291389600294963
325,1,q_learning,hidden,7.0,29,1,1,1,1,1,0.2718222404189379
326,1,q_learning,hidden,-24.0,29,1,2,3,1,1,0.2707349514572621
327,1,q_learning,hidden,40.5,20,1,0,0,1,1,0.26965201165143304
328,1,q_learning,hidden,17.0,30,1,0,3,1,1,0.26857340360482734
329,1,q_learning,hidden,-5.5,36,1,0,6,1,1,0.267499109990408
330,1,q_learning,hidden,-28.5,35,1,2,3,1,1,0.26642911355044635
331,1,q_learning,hidden,-2.5,28,1,1,3,1,1,0.26536339709624457
332,1,q_learning,hidden,29.0,22,1,0,2,1,1,0.2643019435078596
333,1,q_learning,hidden,6.5,29,1,1,1,1,1,0.2632447357338282
334,1,q_learning,hidden,9.5,31,1,0,4,1,1,0.26219175679089285
335,1,q_learning,hidden,9.5,31,1,0,4,1,1,0.2611429897637293
336,1,q_learning,hidden,18.0,38,1,0,1,1,1,0.26009841780467435
337,1,q_learning,hidden,22.5,28,1,0,2,1,1,0.2590580241334557
338,1,q_learning,hidden,11.0,30,1,0,4,1,1,0.2580217920369218
339,1,q_learning,hidden,31.5,19,1,0,2,1,1,0.25698970486877415
340,1,q_learning,hidden,25.5,20,1,0,3,1,1,0.25596174604929905
341,1,q_learning,hidden,-4.0,30,1,1,3,1,1,0.25493789906510184
342,1,q_learning,hidden,34.5,21,1,0,1,1,1,0.25391814746884145
343,1,q_learning,hidden,-20.5,36,1,1,5,1,1,0.2529024748789661
344,1,q_learning,hidden,7.5,34,1,0,4,1,1,0.25189086497945024
345,1,q_learning,hidden,-8.0,34,1,1,3,1,1,0.2508833015195324
346,1,q_learning,hidden,-32.0,38,1,2,3,1,1,0.2498797683134543
347,1,q_learning,hidden,-28.5,24,1,3,1,1,1,0.24888024924020047
348,1,q_learning,hidden,-42.5,33,1,3,2,1,1,0.24788472824323968
349,1,q_learning,hidden,21.5,25,1,0,3,1,1,0.24689318933026672
350,1,q_learning,hidden,33.5,27,1,0,0,1,1,0.24590561657294563
351,1,q_learning,hidden,36.5,24,1,0,0,1,1,0.24492199410665386
352,1,q_learning,hidden,37.0,23,1,0,0,1,1,0.24394230613022724
353,1,q_learning,hidden,-7.5,28,1,1,4,1,1,0.24296653690570633
354,1,q_learning,hidden,18.5,33,1,0,2,1,1,0.2419946707580835
355,1,q_learning,hidden,24.5,22,1,0,3,1,1,0.24102669207505117
